FOXD1	13.6367020024
P4HA3	11.8278841888
Hist1h1b	11.6266528188
LRAT	11.5862869327
MUC5Ab	10.7943755096
PRSS35	10.7333218007
PTGS2	9.84994908536
Chi3l3/Chi3l4	9.73026142541
Claudin 1	9.32233899873
SNAI1	9.07166142949
C/EBP	8.65822460078
MUC5Ac	7.85861730486
Hist1h2ab	7.58042344071
FOXF2	7.30420686566
IGF1	7.23582204618
Thy1	7.0797372942
Serpina3	6.57653950529
INMT	6.56079658802
ALDH1A2	6.104798302
GUSB	5.81864771767
MMP-3	5.78013620228
RAGE	5.7193933617
Ctnna2	5.70106494162
NME7	5.43477756739
Eln	5.41116518958
Vegf	5.30927974376
RARA RARBRARG  Retinoic acid receptors alpha beta gamma	5.18563019185
Sox9	5.12988423939
Akt	5.12046157239
FOXF1	4.84389521799
Chi3l1	4.75913375327
Claudin5	4.58771871029
Dnmt3a	4.56216696204
PHGDH	4.42309955901
LFNG (Lunatic Fringe) (PMID 19897741)	4.36335386743
HPGDS	4.36178959719
ubc	4.30982721288
b2m	4.30338344542
ipo8	4.28092503252
ABCG2	4.04922932554
ITGax (CD11c)	4.0353580353
TST	3.98033367486
PCYOX1	3.96180173117
Wif1	3.88315476573
ABCD1	3.87343573558
Cdh11	3.84554273482
MCPt4	3.82119100675
Shisa3	3.55932375064
E-Cadherin (CDH1)	3.54732877624
gapdh	3.44403094242
KLra4	3.32242915129
Claudin 3	3.23704955465
F13A1	3.18963602386
PDGFRb	3.18193802727
SFTP-D	3.17598535383
ywhaz	3.09502034113
MMP7	2.98118239842
ATP1B1	2.84443951575
SMAD3	2.80277862743
ADAMTSL2	2.8012424208
rplp2	2.80035411572
Src	2.52213600123
Kcnma1	2.51990612398
Col1a1	2.41085470738
KRT5	2.36837051839
ALDH1A1 (PMID 11751205)	2.35518786473
FSP1 (S100a4)	2.32654085515
tbp	2.22604303132
GFPT1	2.09916413307
tfrc	2.08967041017
integrin subunit alpha 8	2.06233988288
GATA-6	2.03620157789
Tnc	1.96532253159
EPHA7	1.87509904272
Robo1	1.75400531103
Nol3	1.66204468926
FGF18	1.64119123305
EXT1	1.58207426086
Acta2	1.4957263503
pgk1	1.38892533528
TTF-1	1.33157863464
PDPn(Podoplanin)	1.331428594
ppia	1.3279032515
EGFR (Epidermal growth factor receptor) (PMID 22916088 22245996)	1.2813252173
BCL2A1	1.20044847263
Claudin 7	1.1890219152
GUCY1A2  sGC(soluble guanylate cyclase) (PMID 23934926)	1.17491147701
PRDX3	1.17487385618
LOX	1.14649407322
KRT18	1.07197173139
TBX4	1.00310005755
Epcam	0.99228165905
EPHA3	0.978883402803
DLK1	0.951410112033
VIM	0.919062743893
ERB	0.875662247563
FGFR2	0.834457974971
ITgam (CD11b)	0.803259188378
P-63	0.798592112609
TGFB1	0.796274859751
hprt	0.747075597119
Lrp2	0.724264544761
PRIM2	0.716717986771
CTPS2	0.683408996305
ABCA3	0.675374935387
AMACR	0.609924292981
HIF1alpha	0.575621855334
E2F8	0.500431134408
MGAT4A	0.484531980883
polr2a	0.457049078188
AGER	0.425491384882
NME3	0.413908543507
THTPA	0.404322292937
hmbs	0.333287442304
TCF12	0.288086147636
NFATC3	0.272932670109
Igfbp3	0.25305240214
CD38	0.146451810301
kcne1L	0.134401040457
PDGFRA (platelet-derived growth factor receptor alpha) (PMID 23748534) (Most important)	0.10129285393
CD68	0.073807843105
NDST1	0.0532746801179
Aqp5(Aquaporin)	0.014471477218
N-Cadherin(CDH2)	0.000650527241636
actb	0.0
SFTP-C	0.0
