Eln	8.88064589731
PRSS35	5.60657745205
Chi3l3/Chi3l4	4.73249927346
PCYOX1	3.93494202556
Hist1h1b	3.63414457564
LRAT	3.25306098305
MMP7	3.13770226252
Serpina3	2.9917029304
hprt	2.90351924952
E2F8	2.87041903586
P4HA3	2.84136838218
ubc	2.72441532653
EPHA7	2.6232913226
MUC5Ab	2.62212227357
Kcnma1	2.57541906089
Sox9	2.16248160031
Igfbp3	2.14905240214
RAGE	2.07907694209
MUC5Ac	1.96827756249
Claudin 7	1.96522313253
ADAMTSL2	1.82856859261
Acta2	1.7938513503
Tnc	1.72841034511
THTPA	1.71518783027
BCL2A1	1.7078558317
KLra4	1.61566998483
KRT5	1.60870125765
ERB	1.56949882638
GUSB	1.55787564881
PTGS2	1.51219908536
ITGax (CD11c)	1.4896524117
ATP1B1	1.47584620737
ITgam (CD11b)	1.39632701852
DLK1	1.35556537671
GUCY1A2  sGC(soluble guanylate cyclase) (PMID 23934926)	1.33521352299
IGF1	1.26134974331
EGFR (Epidermal growth factor receptor) (PMID 22916088 22245996)	1.23160722875
FSP1 (S100a4)	1.19650659772
tfrc	1.19240682307
KRT18	1.18580884293
EXT1	1.17763936899
Col1a1	1.16332076168
pgk1	1.14490410148
LOX	1.08135637995
Hist1h2ab	1.07978471123
PRIM2	1.04225873238
ABCA3	1.03595944312
Lrp2	1.02135384445
Shisa3	1.00418951246
FGF18	0.971434496747
Ctnna2	0.970659790935
hmbs	0.958445893008
MCPt4	0.955159807441
Vegf	0.946220256237
Thy1	0.924399230269
N-Cadherin(CDH2)	0.906349842066
TGFB1	0.898477003733
Nol3	0.896919546481
GATA-6	0.892697848443
PDGFRb	0.884522679622
Robo1	0.840692406439
b2m	0.833501305319
PDGFRA (platelet-derived growth factor receptor alpha) (PMID 23748534) (Most important)	0.829398272733
Aqp5(Aquaporin)	0.820846477218
CD68	0.790317156895
AMACR	0.781256800107
ABCG2	0.762761885332
Cdh11	0.742793626452
NDST1	0.720816691073
Wif1	0.698227007517
LFNG (Lunatic Fringe) (PMID 19897741)	0.666686893787
NME7	0.642098932266
INMT	0.627535613074
PRDX3	0.569001143819
FOXD1	0.557247493921
Claudin 3	0.53617455465
GFPT1	0.528189927261
ppia	0.524143082009
TTF-1	0.506242206631
Claudin5	0.495967741298
F13A1	0.491612210408
Claudin 1	0.479463998727
ABCD1	0.449952504033
NFATC3	0.446442329891
RARA RARBRARG  Retinoic acid receptors alpha beta gamma	0.425369808154
CTPS2	0.413783996305
FOXF2	0.410543134335
NME3	0.402500440292
CD38	0.401669580336
FOXF1	0.399217123859
TST	0.396245704704
gapdh	0.379170843896
TCF12	0.351093846952
MMP-3	0.350592115218
Akt	0.34716444426
Dnmt3a	0.307833037961
MGAT4A	0.306608828288
Epcam	0.29446834095
P-63	0.283592112608
SMAD3	0.267246561017
TBX4	0.260106123035
ywhaz	0.237908063863
HPGDS	0.234539597189
PHGDH	0.228106124305
C/EBP	0.212423612985
E-Cadherin (CDH1)	0.211578776239
Chi3l1	0.207060588929
ALDH1A1 (PMID 11751205)	0.205827167328
SNAI1	0.19568495829
PDPn(Podoplanin)	0.158775029184
ipo8	0.147279327437
FGFR2	0.139707974971
VIM	0.113151027721
polr2a	0.112675921812
HIF1alpha	0.109093573632
integrin subunit alpha 8	0.0831361407781
SFTP-D	0.0783756220486
tbp	0.0665819686757
AGER	0.040741384882
EPHA3	0.0358935911574
rplp2	0.0316717637992
Src	0.0275597302399
kcne1L	0.0243029270296
ALDH1A2	0.00511258407605
actb	0.0
SFTP-C	0.0
