mcmv-miR-m01-1	0.0	0.0	0.0	-0.724633735288	-0.724633735288	-2.28584459668	-2.28584459668	3.20298780546	3.20298780546	0.651275355169	0.651275355169	0.428497268995	-3.78976602224	0.607344142502	0.607344142502	0.103024556328	0.103024556328	-1.70874863311	-1.70874863311	26.4659630282	0.300122098718	0.391781512713	0.391781512713	70.0275634333	70.0275634333	-4.09952935941	-4.09952935941	-1.26727226769	-1.73868712226	-1.73868712226	-1.73868712226	-0.588809607965	-3.0128832247	-3.0128832247	-3.0128832247	-0.796109582543	-0.796109582543	-0.796109582543	-0.39130284888	-0.0444404316299	0.858315363642	0.858315363642
mcmv-miR-m01-2	0.0	0.0	0.0	-0.248915478026	-0.248915478026	-1.1992756871	-1.89829159275	-1.81333593481	-2.27226716639	0.87809310296	0.87809310296	0.578522448583	-1.2668130558	1.01979415999	1.01979415999	0.101182033168	0.101182033168	0.00615563493075	0.119516913957	-39.0070659746	0.40239909721	0.661106566868	0.661106566868	-3.73716995898	-2.76684453424	-1.16240079425	-1.16240079425	-1.26491660498	-1.06897684457	-2.36623115681	-2.36623115681	-0.797113499126	-1.36516158901	-1.98978607492	-1.98978607492	-0.516489395346	-0.516489395346	-0.702040071835	-0.321118553774	0.113661421249	0.871875291084	-2.49010945475
mcmv-miR-m01-3	0.0	0.0	-3.33286631143	-0.180987290991	-0.180987290991	-1.20085982786	-1.31117424146	-1.15056807942	-1.26956877848	0.982891911838	0.982891911838	0.556548210931	-0.915940699685	1.04925081602	1.04925081602	0.201953903738	-0.384033983667	-0.134733931988	0.455565685244	-2.41866587072	0.381277113353	0.840563161639	0.840563161639	-1.8446813687	-1.1291409158	-0.485264920387	-0.485264920387	-0.889473437895	-0.564166030001	-0.374122780677	-0.432598317662	-0.615392165565	-0.714589800393	0.0143043079373	0.0143043079373	-0.446277457969	-0.446277457969	-0.492185393147	-0.326849049969	0.141244261006	0.747926574832	-1.25822310217
mcmv-miR-m01-4	0.0	0.0	0.0	-0.443657637428	-0.443657637428	-1.64484873072	-1.9329776043	-1.43322610092	-1.69444575791	0.727010188896	0.727010188896	0.493107482273	-1.33444716573	0.935559502289	0.935559502289	0.0947105257095	-2.56021224792	-0.0625052696536	0.315757415951	-52.1993927139	0.446604473163	0.598990132416	0.598990132416	-2.33883582953	-1.40496678684	-0.544640174074	-0.544640174074	-0.998319951115	-0.795887367956	-0.895610066669	-1.32223352386	-0.733487520507	-0.602217402254	-0.602217402254	-0.602217402254	-0.630395713528	-0.630395713528	-0.753166581514	-0.43738963369	0.0243879874311	0.702081331221	-0.965895954649
mcmv-miR-m107-1-3p	0.0	0.0	0.0	-1.07698540669	-1.07698540669	-2.23434639806	-2.23434639806	12.3226777722	12.3226777722	0.343747279648	0.343747279648	0.521276550411	0.521276550411	0.859844500354	0.859844500354	-0.0984779123419	-0.0984779123419	87.8941561029	87.8941561029	53.339221201	0.126795646583	0.181810925134	0.181810925134	75.9974706557	75.9974706557	9.0581586656	9.0581586656	-1.56568076227	-1.56568076227	-1.56568076227	-1.56568076227	-0.569293128705	-2.34403542274	-2.34403542274	-2.34403542274	-0.495440952238	-0.495440952238	-3.60050147008	-0.259599274831	0.336664756568	0.898709016282	0.898709016282
mcmv-miR-m107-1-5p	0.0	0.0	0.0	-0.44725549458	-0.44725549458	-0.997211879924	-0.997211879924	2.18968892027	2.18968892027	1.20433746916	1.20433746916	0.953760130814	-2.43746861383	1.47065353961	1.47065353961	0.561734100356	0.561734100356	-1.91535501589	-1.91535501589	17.6710785353	0.845163336125	1.04750974461	1.04750974461	64.7209792357	-2.9599450424	-3.01227317599	-3.01227317599	-0.976084775266	-2.95048952273	-2.95048952273	-2.95048952273	-0.163157263582	-0.847500804125	-0.847500804125	-0.847500804125	-0.202361554754	-0.202361554754	-4.2975814774	0.185299733069	0.478959644362	1.30204328654	1.30204328654
mcmv-miR-m108-1	0.0	0.0	0.0	-0.222815764656	-0.222815764656	-1.21589237527	-1.20427918021	-2.03203966033	-1.22198320034	1.04494760297	1.04494760297	0.77559383424	-0.934482519805	1.25370350415	1.25370350415	0.345380126733	0.345380126733	-0.00966070192501	0.630347467251	-51.2221833258	0.701475409985	0.876348910337	0.876348910337	54.9369646214	-1.48596898171	-0.855798938804	-0.855798938804	-0.73875405427	-0.379529285969	-0.768356325943	-0.768356325943	-0.391633195149	-0.838811548324	-4.41945244867	-4.41945244867	-0.384454483851	-0.384454483851	-0.750994526739	-0.217378848943	0.283489247374	0.965777294777	-1.70338614158
mcmv-miR-m108-2-3p	0.0	0.0	0.0	-0.41138671356	-0.41138671356	-1.15462658772	-1.64470658739	-1.59862724612	-1.51984330824	0.80427913966	0.80427913966	0.350381170168	-1.32544972621	0.864833338092	0.864833338092	0.129309744804	-0.974049147996	-0.162245752587	0.210403722355	-6.92580411048	0.26293395097	0.620584388611	0.620584388611	-2.29897192338	-1.49197620951	-0.50040720256	-0.50040720256	-0.950207496863	-0.650615771904	-1.71759638358	-1.63233077294	-0.776364870313	-0.782789079104	0.420133334743	0.420133334743	-0.74931217632	-3.49110442591	-0.689634493728	-0.550158786263	-0.123899504823	0.622264948847	-2.07408331983
mcmv-miR-m108-2-5p.1	0.0	0.0	0.0	-0.737788583634	-0.737788583634	-3.85890833893	-3.85890833893	5.22958557584	5.22958557584	0.981157253006	0.981157253006	0.787547966064	-2.65194503447	1.17814494502	1.17814494502	0.3990739997	0.3990739997	-2.17924491633	-2.17924491633	28.9089864984	0.783364490075	0.802501436288	0.802501436288	66.7109483098	66.7109483098	-1.9032456429	-1.9032456429	-1.12935832238	-0.661566541275	-0.661566541275	-0.661566541275	-0.134992619348	-0.23794187685	-0.23794187685	-0.23794187685	-0.352016671142	-0.352016671142	-0.919981845556	0.111983363458	0.542121940591	1.20627284	1.20627284
mcmv-miR-m108-2-5p.2	0.0	0.0	0.0	-0.0785635148315	-0.0785635148315	-2.43882186618	-2.43882186618	10.9716125919	10.9716125919	1.02941318888	1.02941318888	1.16988586539	1.16988586539	1.71178026461	1.71178026461	0.707393197678	0.707393197678	85.1797316621	85.1797316621	13.2736362888	0.904132101269	-40.0996984461	-40.0996984461	74.8366553624	74.8366553624	24.1461984676	24.1461984676	-0.33084450357	-0.495919441306	-0.495919441306	-0.495919441306	-0.733779788041	-2.45782060847	-2.45782060847	-2.45782060847	0.0775866841978	0.0775866841978	-0.453579638153	-0.0624671356038	0.331375550299	1.17671435067	1.17671435067
