0.5	4.89637324319	4.32928628776
1.0	4.54608761963	2.99213979766
2.0	5.26678654017	4.33417597837
3.0	5.02733286249	4.2940265944
4.0	5.18493058207	3.70698528644
5.0	4.75948477873	4.03569076792
1.5	3.93770413782	2.36205767329
7.0	5.05694960331	4.08467635658
8.0	3.8415110374	5.4604607503
9.0	4.98627405661	4.06346821403
10.0	4.75553618321	2.72985564348
11.0	5.07972970666	3.43653587824
12.0	4.51918164403	2.98215549509
13.0	4.44967440969	3.06809449405
14.0	4.33070119096	5.04280558297
15.0	4.24225215677	3.30738913157
16.0	4.12274621215	2.30263962442
17.0	4.40141455085	2.32544415834
18.0	4.35312785373	4.66780754829
19.0	4.39366001893	3.64110994109
20.0	3.22547399368	1.91235112476
21.0	4.31128504749	4.55877687281
22.0	4.86790623632	5.37207178758
23.0	3.76942173734	2.57333813089
24.0	4.23884693823	3.55924155488
25.0	5.11205058032	5.49573848517
26.0	4.78827334377	4.96144850895
27.0	4.91129919513	4.86631645009
28.0	3.76520718814	3.09407001315
11.5	5.01988187054	3.82554370084
12.5	4.56671743456	4.08516349171
6.5	4.96091095022	3.87743814153
6.0	4.66891599234	4.976945709
7.5	4.94190481199	3.43169134804
8.5	4.20440861983	2.17240923844
13.5	4.94294567261	2.61419018413
10.5	4.98169236962	4.26335828034
3.5	5.18237687484	3.59829980733
2.5	5.70977912472	4.52236879202
9.5	5.21622539311	3.45718218771
5.5	4.68283996986	3.38823784877
4.5	4.39158058385	4.49918884783
